,degree_centrality_all,cluster
meox1,0.30114942528735633,PSM
hmga1a,0.29195402298850576,PSM
vox,0.2367816091954023,PSM
msx1b,0.17011494252873563,PSM
meis1a,0.14942528735632185,PSM
ved,0.1425287356321839,PSM
rxraa,0.14022988505747128,PSM
sox19a,0.12413793103448276,PSM
vent,0.11264367816091954,PSM
sox21a,0.10804597701149425,PSM
sox11a,0.10574712643678161,PSM
tbx16,0.10114942528735632,PSM
sox2,0.09885057471264368,PSM
rarga,0.09655172413793103,PSM
foxp1b,0.09655172413793103,PSM
cx43.4,0.07816091954022988,PSM
mef2d,0.07586206896551724,PSM
hoxb7a,0.07586206896551724,PSM
nr2f5,0.07586206896551724,PSM
rack1,0.06896551724137931,PSM
uncx4.1,0.06896551724137931,PSM
sox13,0.06666666666666667,PSM
draxin,0.06436781609195402,PSM
etv5a,0.06436781609195402,PSM
meis2a,0.06206896551724138,PSM
hoxb9a,0.06206896551724138,PSM
apoc1,0.06206896551724138,PSM
myf5,0.059770114942528735,PSM
fn1b,0.059770114942528735,PSM
cdx4,0.05747126436781609,PSM
